#separator:Tab
#html:true
#columns:word	sentence	translation	additional translations	wiktionary link	attributions
独自	玛丽建议汤姆不要<b>独自</b>去。	Tom was advised by Mary not to go there by himself.		https://en.m.wiktionary.org/wiki/獨自#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1027796 (CK) & #5670857 (verdastelo9604)
正確	真相是沒有甚麼完全<b>正確</b>或錯誤。	The truth is that nothing is totally true or false.		https://en.m.wiktionary.org/wiki/正確#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1358806 (Dejo) & #6623190 (verdastelo9604)
别人	我讨厌<b>别人</b>让我等很久。	I hate when other people make me wait a long time.		https://en.m.wiktionary.org/wiki/彆人#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #476246 (morganlmallory) & #476213 (fucongcong)
十年	他第一次來到日本是在<b>十年</b>前。	It was ten years ago that he first came to Japan.		https://en.m.wiktionary.org/wiki/十年#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #283852 (CK) & #6147589 (verdastelo9604)
之	十年<b>之</b>後我看到了他。	I saw him after ten years.		https://en.m.wiktionary.org/wiki/之#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #299332 (Scott) & #873445 (Martha)
几个	我已经在这里工作<b>几个</b>小时了。	I've already been working here for several hours.		https://en.m.wiktionary.org/wiki/幾個#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3126198 (patgfisher) & #5903472 (verdastelo9604)
一封信	"他昨天寫了<b>一封信</b>嗎?" "是的, 他寫了。"	"Did he write a letter yesterday?" "Yes, he did."		https://en.m.wiktionary.org/wiki/一封信#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #73566 (CK) & #790625 (Martha)
解决	这是一个你必须自己<b>解决</b>的问题。	This is a problem you have to solve by yourself.		https://en.m.wiktionary.org/wiki/解決#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #55997 (CK) & #1426531 (sadhen)
困難	你找我的房子有<b>困難</b>嗎？	Did you have any difficulty in finding my house?		https://en.m.wiktionary.org/wiki/睏難#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #250567 (CK) & #6064592 (verdastelo9604)
这家	<b>这家</b>商店可以提供所有我们需要的东西。	The store can supply us with anything we need.		https://en.m.wiktionary.org/wiki/這傢#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #44859 (U2FS) & #8143519 (murr)
拒絕	我不知道是否該同意或<b>拒絕</b>。	I do not know whether to accept or to refuse.		https://en.m.wiktionary.org/wiki/拒絕#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #895060 (pauldhunt) & #750435 (Martha)
他會	"他明天會去游泳嗎?" "是的, <b>他會</b>。"	"Is he going to swim tomorrow?" "Yes, he is."		https://en.m.wiktionary.org/wiki/他會#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #73559 (CK) & #790606 (Martha)
午饭	你有时间跟我吃<b>午饭</b>吗？	Will you have time to have lunch with me?		https://en.m.wiktionary.org/wiki/午飯#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #64166 (CK) & #794140 (fucongcong)
一台	她給她的女兒買了<b>一台</b>個人電腦。	She got her daughter a personal computer.		https://en.m.wiktionary.org/wiki/一颱#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #317131 (CK) & #804553 (Martha)
差不多	現在<b>差不多</b>是火車要到的時間。	It's almost time for the train to arrive.		https://en.m.wiktionary.org/wiki/差不多#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7681621 (potatoindespair) & #759178 (Martha)
前面	我在學校<b>前面</b>等你。	I'll wait for you in front of the school.		https://en.m.wiktionary.org/wiki/前麵#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3820944 (CK) & #4506252 (egg0073)
其中	我需要一支铅笔，我能用你的<b>其中</b>一支吗？	I need a pencil. Can I use one of yours?		https://en.m.wiktionary.org/wiki/其中#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #25775 (CK) & #810975 (fucongcong)
错误	不要笑他犯了<b>错误</b>。	Don't laugh at him for making a mistake.		https://en.m.wiktionary.org/wiki/錯誤#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #20849 (Zifre) & #336508 (fucongcong)
一步	你可以告诉我我下<b>一步</b>该做什么吗？	Could you tell me what I should do next?		https://en.m.wiktionary.org/wiki/一步#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #10654851 (CK) & #10983023 (Elaineeeeee)
仍然	汤姆<b>仍然</b>想去澳大利亚吗？	Does Tom still want to go to Australia?		https://en.m.wiktionary.org/wiki/仍然#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7194972 (CK) & #9690026 (iMaple)
考试	你不需要<b>考试</b>。	You don't have to take an examination.		https://en.m.wiktionary.org/wiki/考試#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #69289 (CK) & #5581609 (verdastelo9604)
地震	昨晚有一場大<b>地震</b>。	There was a big earthquake last night.		https://en.m.wiktionary.org/wiki/地震#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #244785 (CK) & #907540 (Martha)
忍受	我再也<b>忍受</b>不了她了！	I can't bear to deal with her anymore.		https://en.m.wiktionary.org/wiki/忍受#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1663262 (liwan1208) & #1662224 (vicch)
先	他们比我们<b>先</b>开始。	They had started earlier than we had.		https://en.m.wiktionary.org/wiki/先#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #306661 (CK) & #5550326 (verdastelo9604)
今年	我<b>今年</b>不結婚。	I won't be getting married this year.		https://en.m.wiktionary.org/wiki/今年#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1140126 (CK) & #6109320 (verdastelo9604)
跳舞	我记得你以前<b>跳舞</b>的方式。	I remember the way you used to dance.		https://en.m.wiktionary.org/wiki/跳舞#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4083734 (CK) & #5780584 (verdastelo9604)
开	你叔叔让你<b>开</b>他的车了吗？	Did your uncle let you drive his car?		https://en.m.wiktionary.org/wiki/開#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #65083 (CK) & #332902 (fucongcong)
饿	如果你<b>饿</b>了，为什么不吃饭呢？	If you're hungry, why don't you eat?		https://en.m.wiktionary.org/wiki/餓#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1847789 (CK) & #10206409 (GlossaMatik)
看過	我<b>看過</b>了, 但是沒看到什麼東西。	I looked, but I didn't see anything.		https://en.m.wiktionary.org/wiki/看過#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1059112 (Brian255) & #761315 (Martha)
退休	他没有工作，他<b>退休</b>了。	He doesn't have a job. He's retired.		https://en.m.wiktionary.org/wiki/退休#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #466562 (FeuDRenais) & #469523 (fucongcong)
信任	你是我唯一可以<b>信任</b>的人。	You're the only person I can trust.		https://en.m.wiktionary.org/wiki/信任#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #954839 (CK) & #2581496 (fenfang557)
較	你比<b>較</b>喜歡哪一個，茶還是咖啡?	Which do you prefer, tea or coffee?		https://en.m.wiktionary.org/wiki/較#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #64219 (CK) & #907880 (Martha)
這張	請看看<b>這張</b>照片。	Please take a look at this picture.		https://en.m.wiktionary.org/wiki/這張#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #58778 (CK) & #892892 (Martha)
祖母	我的姐姐就像我的<b>祖母</b>。	My sister resembles my grandmother.		https://en.m.wiktionary.org/wiki/祖母#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #251894 (CK) & #835340 (Martha)
行李	他把他的<b>行李</b>留在車站。	He left his luggage at the station.		https://en.m.wiktionary.org/wiki/行李#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #294090 (CK) & #889364 (Martha)
早饭	汤姆一般不吃<b>早饭</b>。	Tom doesn't usually eat breakfast.		https://en.m.wiktionary.org/wiki/早飯#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4664422 (CK) & #5555341 (verdastelo9604)
受伤	请小心不要<b>受伤</b>了。	Please be careful not to get hurt.		https://en.m.wiktionary.org/wiki/受傷#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4764616 (Stalwartlover) & #4764649 (ryanwoo)
有點	他看起來<b>有點</b>累，不是嗎？	He looks a bit tired, doesn't he?		https://en.m.wiktionary.org/wiki/有點#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #299602 (CK) & #875283 (Martha)
接	謝謝你來<b>接</b>我。	Thank you for coming to meet me.		https://en.m.wiktionary.org/wiki/接#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #266805 (CK) & #894991 (Martha)
考慮	他不會<b>考慮</b>我的建議。	He wouldn't look at my proposal.		https://en.m.wiktionary.org/wiki/考慮#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #297960 (CK) & #848832 (Martha)
裡有	箱子<b>裡有</b>蘋果嗎?	Are there any apples in the box?		https://en.m.wiktionary.org/wiki/裡有#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #282643 (CK) & #874409 (Martha)
怎样	这个你觉得<b>怎样</b>？	What do you think of this one?		https://en.m.wiktionary.org/wiki/怎樣#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2881068 (CK) & #7885815 (basilhan)
煮	她為我們所有的人<b>煮</b>咖啡。	She made coffee for all of us.		https://en.m.wiktionary.org/wiki/煮#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #314073 (CK) & #891033 (Martha)
達	她在我到<b>達</b>之前去世了。	She had died before I arrived.		https://en.m.wiktionary.org/wiki/達#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #930451 (miry) & #924325 (Martha)
汽车	父亲让我洗<b>汽车</b>。	My father had me wash the car.		https://en.m.wiktionary.org/wiki/汽車#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1415668 (CK) & #1415761 (sadhen)
失败	我不想考试<b>失败</b>。	I don't want to fail my exams.		https://en.m.wiktionary.org/wiki/失敗#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2109 (CK) & #2395005 (fenfang557)
耐心	她没像你那样有<b>耐心</b>。	She is not as patient as you.	She doesn't have as much patience as you do.	https://en.m.wiktionary.org/wiki/耐心#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1697706 (shanghainese) & #1695526 (sadhen)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #1442242 (CK) & #1695526 (sadhen)
不錯	我的英文一直都<b>不錯</b>。	I was always good at English.		https://en.m.wiktionary.org/wiki/不錯#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #253128 (CK) & #3459580 (egg0073)
樂	她說她以前很快<b>樂</b>。	She said she had been happy.	She said that she had been happy.	https://en.m.wiktionary.org/wiki/樂#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1185356 (bart) & #893499 (Martha)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #313585 (CK) & #893499 (Martha)
抓住	她<b>抓住</b>他的手。	She grabbed him by the hand.		https://en.m.wiktionary.org/wiki/抓住#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #887165 (CK) & #10260790 (GlossaMatik)
沒人	<b>沒人</b>回答我的問題。	No one answered my question.	Nobody answered my question.	https://en.m.wiktionary.org/wiki/沒人#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1242885 (alec) & #1227125 (tsayng)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #276626 (CK) & #1227125 (tsayng)
鱼	汤姆也喜欢吃<b>鱼</b>。	Tom also likes to eat fish.		https://en.m.wiktionary.org/wiki/魚#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #10189738 (iiujik) & #10184263 (slo_oth)
这条	<b>这条</b>鱼不能吃了。	This fish isn't edible.	This fish is not edible.<br>This fish isn't fit to eat.<br>This fish is not fit to eat.	https://en.m.wiktionary.org/wiki/這條#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7492818 (CK) & #9961334 (GlossaMatik)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #504361 (blay_paul) & #9961334 (GlossaMatik)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #7492832 (CK) & #9961334 (GlossaMatik)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #59690 (CK) & #9961334 (GlossaMatik)
巴士	我認為我要坐<b>巴士</b>去。	I think I'll go by bus.		https://en.m.wiktionary.org/wiki/巴士#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6271602 (CK) & #6460643 (verdastelo9604)
所有人	<b>所有人</b>，都请说 cheese 。	Everyone, say cheese.		https://en.m.wiktionary.org/wiki/所有人#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1877594 (CK) & #1878361 (sadhen)
鑰匙	這不是我的<b>鑰匙</b>。	This isn't my key.		https://en.m.wiktionary.org/wiki/鑰匙#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4132392 (CK) & #8215718 (verdastelo9604)
一輛	我有<b>一輛</b>自行車。	I have a bike.	I've got a bike.<br>I have a bicycle.	https://en.m.wiktionary.org/wiki/一輛#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5829218 (CK) & #5112366 (xjjAstrus)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #3091025 (CK) & #5112366 (xjjAstrus)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #258209 (CK) & #5112366 (xjjAstrus)
三天	你告訴她你已經在<b>三天</b>前完成這個工作了。	You told her that you had finished the work three days before.		https://en.m.wiktionary.org/wiki/三天#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #14530 (Swift) & #775601 (Martha)
坐下	他一<b>坐下</b>，就拿起了電話。	As soon as he sat down, he picked up the telephone.		https://en.m.wiktionary.org/wiki/坐下#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #296694 (CK) & #6075679 (verdastelo9604)
電話給	他們打<b>電話給</b>醫生因為這個孩子生病了。	They called in a doctor because the child was ill.		https://en.m.wiktionary.org/wiki/電話給#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #245868 (kebukebu) & #760936 (Martha)
阅读	汤姆经常在孩子们不在家时<b>阅读</b>。	Tom often reads when his children aren't at home.		https://en.m.wiktionary.org/wiki/閱讀#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5409507 (CK) & #5650401 (verdastelo9604)
没什么	问题是 我<b>没什么</b>要跟他说的。	The problem was that I had nothing to say to him.		https://en.m.wiktionary.org/wiki/沒什麼#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #323891 (CK) & #481156 (fucongcong)
情況	在任何<b>情況</b>下你都不能離開這個房間。	Under no circumstances must you leave the room.		https://en.m.wiktionary.org/wiki/情況#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #66648 (CM) & #917882 (Martha)
蔬菜	你怎样让你的孩子们吃<b>蔬菜</b>？	How do you get your children to eat vegetables?		https://en.m.wiktionary.org/wiki/蔬菜#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #953327 (CK) & #5925226 (verdastelo9604)
通過	兩個學生都沒<b>通過</b>考試。	Neither of those two students passed the test.		https://en.m.wiktionary.org/wiki/通過#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #48895 (enzubii) & #884632 (Tajfun)
网球	昨天我第一次打了<b>网球</b>。	I played tennis for the first time yesterday.	I played tennis yesterday for the first time.<br>Yesterday I played tennis for the first time.	https://en.m.wiktionary.org/wiki/網球#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7681636 (potatoindespair) & #335891 (fucongcong)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #257784 (CK) & #335891 (fucongcong)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #4701368 (adamtrousers) & #335891 (fucongcong)
加拿大	在<b>加拿大</b>的人說法語和英語。	Both French and English are spoken in Canada.		https://en.m.wiktionary.org/wiki/加拿大#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #63651 (CK) & #811807 (Martha)
其他人	她比<b>其他人</b>都漂亮。	She was more beautiful than all the others.		https://en.m.wiktionary.org/wiki/其他人#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1561528 (CM) & #5911661 (verdastelo9604)
第一	决定好的话请<b>第一</b>时间告诉我。	Please let me know as soon as it's decided.		https://en.m.wiktionary.org/wiki/第一#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #238542 (CK) & #8652822 (crescat)
还有	你<b>还有</b>什么事情需要我去做的吗？	Is there anything else you want me to do?		https://en.m.wiktionary.org/wiki/還有#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #25218 (CK) & #478853 (biglion)
根本	<b>根本</b>不可能做那件事。	Doing that is simply out of the question.		https://en.m.wiktionary.org/wiki/根本#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #8574475 (CK) & #8574624 (slo_oth)
丟了	我們弄<b>丟了</b>車，Tom幫我們找了回來。	We lost our cat and Tom found it for us.		https://en.m.wiktionary.org/wiki/丟瞭#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1893781 (CK) & #5418964 (egg0073)
聪明	你可能比你想的更<b>聪明</b>。	You're probably smarter than you think.		https://en.m.wiktionary.org/wiki/聰明#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3734214 (CK) & #5983581 (verdastelo9604)
自	汤姆并不像他<b>自</b>认为的那么聪明。	Tom isn't nearly as smart as he thinks he is.		https://en.m.wiktionary.org/wiki/自#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6855728 (CK) & #6857071 (lokria)
洗澡	我通常在晚上<b>洗澡</b>。	I usually take a shower in the evening.		https://en.m.wiktionary.org/wiki/洗澡#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2190 (CK) & #332837 (fucongcong)
动物	人是唯一会说话的<b>动物</b>。	Man is the only animal that can speak.		https://en.m.wiktionary.org/wiki/動物#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #270275 (CK) & #375372 (fucongcong)
热	日本的夏天很<b>热</b>。	It is very hot in the summer in Japan.		https://en.m.wiktionary.org/wiki/熱#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1588669 (CM) & #2030729 (ydcok)
謊	湯姆說他病了，是在說<b>謊</b>。	Tom said he was ill, which was a lie.		https://en.m.wiktionary.org/wiki/謊#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #37026 (CM) & #5739303 (verdastelo9604)
迷路	我<b>迷路</b>了，能不能请您帮我一下？	I am lost. Can you help me, please?		https://en.m.wiktionary.org/wiki/迷路#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #436399 (lukaszpp) & #462002 (fucongcong)
声音	他的<b>声音</b>听着很舒服。	His voice is pleasant to listen to.		https://en.m.wiktionary.org/wiki/聲音#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1223870 (sacredceltic) & #1454450 (sadhen)
富士山	今天我們可以清楚地看到<b>富士山</b>。	We can see Mt. Fuji clearly today.		https://en.m.wiktionary.org/wiki/富士山#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #242966 (CK) & #896510 (Martha)
爬	去年夏天我們<b>爬</b>了富士山。	We climbed Mt. Fuji last summer.		https://en.m.wiktionary.org/wiki/爬#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #22960 (CK) & #872204 (Martha)
晚饭	告诉她我在做<b>晚饭</b>。	Tell her that I am cooking dinner.		https://en.m.wiktionary.org/wiki/晚飯#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1741529 (Amastan) & #5967320 (verdastelo9604)
春天	我爸爸明年<b>春天</b>就要退休了。	My father is retiring next spring.		https://en.m.wiktionary.org/wiki/春天#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #251743 (CK) & #345720 (fucongcong)
獨自	我祖母<b>獨自</b>生活。	My grandmother lives by herself.		https://en.m.wiktionary.org/wiki/獨自#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #65595 (CK) & #834818 (Martha)
橙子	桌上有一只<b>橙子</b>。	There's an orange on the table.	There is an orange on the table.	https://en.m.wiktionary.org/wiki/橙子#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #996346 (Eldad) & #334500 (fucongcong)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #39619 (CK) & #334500 (fucongcong)
便宜	請給我看看<b>便宜</b>一點的。	Show me a cheaper one, please.		https://en.m.wiktionary.org/wiki/便宜#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #30476 (CK) & #851507 (Martha)
見過	我確定我以前<b>見過</b>他。	I'm sure I've seen him before.		https://en.m.wiktionary.org/wiki/見過#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #21704 (CK) & #765575 (Martha)
快点	我想你<b>快点</b>好。	I hope you'll get better soon.		https://en.m.wiktionary.org/wiki/快點#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2160734 (CM) & #2144018 (ydcok)
从没	我<b>从没</b>见过你这么高兴。	I've never seen you so happy.		https://en.m.wiktionary.org/wiki/從沒#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2044703 (CK) & #5574508 (verdastelo9604)
左右	能麻烦您等一个小时<b>左右</b>吗？	Can you wait about an hour?		https://en.m.wiktionary.org/wiki/左右#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4352873 (CK) & #5100161 (mirrorvan)
葡萄酒	一杯<b>葡萄酒</b>，謝謝。	A glass of wine, please.		https://en.m.wiktionary.org/wiki/葡萄酒#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7795887 (sharris123) & #4394673 (elena_chang)
面包	我们在吃<b>面包</b>。	We're eating bread.		https://en.m.wiktionary.org/wiki/麵包#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #8866581 (CK) & #8929172 (crescat)
改变	要是他知道会发生什么，他就会<b>改变</b>计划。	Had he known what was about to happen, he would have changed his plan.		https://en.m.wiktionary.org/wiki/改變#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #25139 (Dejo) & #5624988 (verdastelo9604)
野餐	我还记得我和你一起去<b>野餐</b>的时候。	I can still remember the time when we went on a picnic together.		https://en.m.wiktionary.org/wiki/野餐#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #953367 (CK) & #8886661 (crescat)
大学	汤姆还不清楚要不要上<b>大学</b>。	Tom is still uncertain about whether to go to college or not.		https://en.m.wiktionary.org/wiki/大學#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1024856 (CK) & #5556055 (verdastelo9604)
早點	你應該<b>早點</b>做的。現在沒人可以幫你。	You should have done it earlier. It cannot be helped now.		https://en.m.wiktionary.org/wiki/早點#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #16552 (CK) & #775809 (Martha)
很难	我们觉得<b>很难</b>决定买哪一个。	We're finding it difficult deciding on which one to buy.		https://en.m.wiktionary.org/wiki/很難#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #879543 (CK) & #1415814 (sadhen)
家人	我们都期待看到你和你的<b>家人</b>。	We're all looking forward to seeing you and your family.	We are all looking forward to seeing you and your family.	https://en.m.wiktionary.org/wiki/傢人#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6874144 (CK) & #332937 (fucongcong)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #28816 (CK) & #332937 (fucongcong)
几天	前<b>几天</b>我发现了一本我父亲写的书。	The other day I discovered a book written by my father.		https://en.m.wiktionary.org/wiki/幾天#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #273128 (CK) & #8798297 (crescat)
没法	<b>没法</b>相信，汤姆没人帮助自己一个人就做到了这些。	I can't believe Tom was able to do this all by himself.		https://en.m.wiktionary.org/wiki/沒法#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4770600 (garborg) & #4267363 (notabene)
美	你母親年輕的時候一定很<b>美</b>。	Your mother must've been beautiful when she was young.		https://en.m.wiktionary.org/wiki/美#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6482214 (CK) & #886125 (Martha)
家里	这<b>家里</b>应该没有男人才对。	There aren't supposed to be any men in this house.		https://en.m.wiktionary.org/wiki/傢裏#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #777061 (CM) & #777060 (GlossaMatik)
结果	如果你和Tom呆在一起，<b>结果</b>会更好	It would've been better if you'd stayed with Tom.		https://en.m.wiktionary.org/wiki/結果#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3185454 (CK) & #5975073 (zhangxr91)
照顾	要是我死了，谁来<b>照顾</b>我的孩子们？	Were I to die, who would look after my children?		https://en.m.wiktionary.org/wiki/照顧#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #25330 (CM) & #335365 (fucongcong)
昨天晚上	我对<b>昨天晚上</b>发生的事情感到非常的抱歉。	I'm really sorry about what happened last night.		https://en.m.wiktionary.org/wiki/昨天晚上#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3044005 (CK) & #3044018 (sadhen)
感谢	我想为你今天所做的事<b>感谢</b>你。	I wanted to thank you for what you did today.		https://en.m.wiktionary.org/wiki/感謝#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3596415 (CK) & #6093372 (verdastelo9604)
失望	汤姆说玛丽看起来很<b>失望</b>。	Tom said that Mary looked very disappointed.		https://en.m.wiktionary.org/wiki/失望#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6433595 (CK) & #9961578 (GlossaMatik)
不應	早知道我<b>不應</b>該打電話給他。	I should have known better than to call him.		https://en.m.wiktionary.org/wiki/不應#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #285149 (CK) & #772108 (Martha)
中午	你必須在<b>中午</b>以前完成這個工作。	You have to get this work finished by noon.		https://en.m.wiktionary.org/wiki/中午#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #15958 (CK) & #775676 (Martha)
别的	我们还有许多<b>别的</b>事情要讨论。	We still have many other things to discuss.		https://en.m.wiktionary.org/wiki/彆的#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5715088 (CK) & #5715121 (verdastelo9604)
特别	汤姆的父母不是<b>特别</b>高兴。	Tom's parents weren't particularly pleased.		https://en.m.wiktionary.org/wiki/特彆#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7951084 (Hybrid) & #8589257 (easononizuka)
肉	湯姆不吃<b>肉</b>，瑪麗也是。	Tom doesn't eat meat and neither does Mary.		https://en.m.wiktionary.org/wiki/肉#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1830406 (CK) & #6169151 (verdastelo9604)
簡單	我們要做的很<b>簡單</b>。	What we had to do was really quite simple.		https://en.m.wiktionary.org/wiki/簡單#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3820821 (CK) & #6472020 (verdastelo9604)
办公室	下午请到我<b>办公室</b>来。	Please come to my office in the afternoon.		https://en.m.wiktionary.org/wiki/辦公室#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #240070 (CK) & #1424271 (sadhen)
一會兒	讓我們等<b>一會兒</b>看看你怎麼做。	Let's wait for a while and see how you do.		https://en.m.wiktionary.org/wiki/一會兒#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #53387 (CM) & #872104 (Martha)
作业	汤姆拒绝帮玛丽做她的<b>作业</b>。	Tom refused to help Mary do her homework.		https://en.m.wiktionary.org/wiki/作業#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1849049 (CK) & #8649709 (maxine)
